date, pm25, pm10, o3, no2, so2
2018/9/16, , 15, 42, 17, 
2018/9/17, , 14, 39, 16, 
2018/9/18, , 18, 39, 14, 
2018/9/19, , 13, 41, 20, 
2018/9/20, , 16, 38, 14, 
2018/9/21, , 19, 28, 6, 
2018/9/22, , 11, 22, 3, 
2018/9/23, , 5, 27, 8, 
2018/9/24, , 5, 29, 9, 
2018/9/25, , 7, 21, 18, 
2018/9/26, , 9, 29, 20, 
2018/9/27, , 15, 38, 18, 
2018/9/28, , 19, 28, 6, 
2018/9/29, , 14, 28, 16, 
2018/9/30, , 11, 19, 14, 
2018/4/1, , 6, 38, 8, 
2018/4/2, , 6, 36, 9, 
2018/4/3, , 13, 35, 13, 
2018/4/4, , 24, 31, 7, 
2018/4/5, , 9, 32, 13, 
2018/4/6, , 7, 36, 15, 
2018/4/7, , 15, 42, 14, 
2018/4/8, , 21, 27, 26, 
2018/4/9, , 24, 37, 16, 
2018/4/10, , 32, 41, 9, 
2018/4/11, , 12, 39, 17, 
2018/4/12, , 11, 26, 17, 
2018/4/13, , 13, 43, 14, 
2018/4/14, , 11, 40, 15, 
2018/4/15, , 12, 33, 12, 
2018/4/16, , 13, 44, 14, 
2018/4/17, , 11, 48, 16, 
2018/4/18, , 16, 44, 17, 
2018/4/19, , 21, 50, 19, 
2018/4/20, , 21, 65, 18, 
2018/4/21, , 24, 60, 18, 
2018/4/22, , 28, 28, 13, 
2018/4/23, , 20, 38, 11, 
2018/4/24, , 15, 33, 11, 
2018/4/25, , 17, 35, 9, 
2018/4/26, , 12, 39, 12, 
2018/4/27, , 10, 33, 12, 
2018/4/28, , 12, 44, 5, 
2018/4/29, , 13, 39, 6, 
2018/4/30, , 12, 35, 4, 
2018/5/1, , 5, 25, 16, 
2018/5/2, , 9, 36, 12, 
2018/5/3, , 15, 42, 7, 
2018/5/4, , 18, 47, 6, 
2018/5/5, , 19, 48, 6, 
2018/5/6, , 17, 49, 10, 
2018/5/7, , 13, 55, 15, 
2018/5/8, , 16, 52, 17, 
2018/5/9, , 17, 38, 6, 
2018/5/10, , 15, 38, 7, 
2018/5/11, , 11, 48, 11, 
2018/5/12, , 20, 33, 5, 
2018/5/13, , 13, 14, 10, 
2018/5/14, , 12, 42, 9, 
2018/5/15, , 19, 32, 11, 
2018/5/16, , 15, 25, 11, 
2018/5/17, , 14, 42, 13, 
2018/5/18, , 23, 40, 9, 
2018/5/19, , 22, 30, 8, 
2018/5/20, , 17, 46, 8, 
2018/5/21, , 14, 41, 9, 
2018/5/22, , 10, 44, 11, 
2018/5/23, , 11, 37, 12, 
2018/5/24, , 16, 51, 10, 
2018/5/25, , 12, 54, 10, 
2018/5/26, , 12, 52, 15, 
2018/5/27, , 13, 52, 12, 
2018/5/28, , 18, 35, 15, 
2018/5/29, , 22, 45, 10, 
2018/5/30, , 17, 38, 8, 
2018/5/31, , 14, 40, 6, 
2018/6/1, , 10, 38, 8, 
2018/6/2, , 9, 46, 10, 
2018/6/3, , 11, 55, 12, 
2018/6/4, , 13, 57, 13, 
2018/6/5, , 17, 55, 11, 
2018/6/6, , 21, 56, 8, 
2018/6/7, , 18, 49, 9, 
2018/6/8, , 13, 46, 8, 
2018/6/9, , 14, 49, 6, 
2018/6/10, , 18, 31, 12, 
2018/6/11, , 14, 26, 8, 
2018/6/12, , 11, 24, 5, 
2018/6/13, , 10, 38, 8, 
2018/6/14, , 10, 44, 13, 
2018/6/15, , 12, 54, 12, 
2018/6/16, , 16, 38, 8, 
2018/6/17, , 13, 36, 6, 
2018/6/18, , 10, 35, 9, 
2018/6/19, , 10, 52, 11, 
2018/6/20, , 12, 36, 12, 
2018/6/21, , 14, 29, 7, 
2018/6/22, , 13, 35, 8, 
2018/6/23, , 10, 37, 6, 
2018/6/25, , 9, 29, 10, 
2018/6/26, , 9, 39, 10, 
2018/6/27, , 14, 34, 11, 
2018/6/28, , 12, 44, 8, 
2018/6/29, , 16, 59, 10, 
2018/6/30, , 20, 43, 3, 
2018/1/1, , 11, 25, 8, 
2018/1/2, , 2, 29, 4, 
2018/1/3, , 4, 23, 8, 
2018/1/4, , 4, 25, 13, 
2018/1/5, , 5, 16, 19, 
2018/1/6, , 8, 11, 7, 
2018/1/7, , 14, 7, 9, 
2018/1/8, , 17, 2, 19, 
2018/1/9, , 21, 5, 21, 
2018/1/10, , 27, 4, 23, 
2018/1/11, , 22, 9, 13, 
2018/1/12, , 19, 10, 11, 
2018/1/13, , 20, 11, 8, 
2018/1/14, , 18, 9, 18, 
2018/1/15, , 19, 26, 8, 
2018/1/16, , 8, 27, 9, 
2018/1/17, , 2, 27, 6, 
2018/1/18, , 3, 25, 12, 
2018/1/19, , 3, 24, 10, 
2018/1/20, , 4, 22, 10, 
2018/1/21, , 5, 10, 22, 
2018/1/22, , 8, 20, 14, 
2018/1/23, , 9, 10, 18, 
2018/1/24, , 8, 15, 22, 
2018/1/25, , 11, 16, 18, 
2018/1/26, , 15, 13, 17, 
2018/1/27, , 13, 23, 4, 
2018/1/28, , 16, 19, 7, 
2018/1/29, , 4, 12, 18, 
2018/1/30, , 4, 20, 9, 
2018/1/31, , 7, 22, 13, 
2018/2/1, , 3, 20, 11, 
2018/2/2, , 6, 16, 12, 
2018/2/3, , 9, 15, 11, 
2018/2/4, , 13, 19, 10, 
2018/2/5, , 15, 10, 15, 
2018/2/6, , 22, 5, 21, 
2018/2/7, , 36, 3, 22, 
2018/2/8, , 51, 14, 17, 
2018/2/9, , 54, 12, 16, 
2018/2/10, , 38, 26, 6, 
2018/2/11, , 15, 18, 15, 
2018/2/12, , 6, 26, 13, 
2018/2/13, , 11, 18, 20, 
2018/2/14, , 22, 10, 24, 
2018/2/15, , 21, 19, 24, 
2018/2/16, , 14, 14, 15, 
2018/2/17, , 16, 22, 13, 
2018/2/18, , 20, 21, 13, 
2018/2/19, , 21, 19, 15, 
2018/2/20, , 26, 25, 11, 
2018/2/21, , 34, 25, 7, 
2018/2/22, , 36, 25, 8, 
2018/2/23, , 20, 31, 5, 
2018/2/24, , 27, 31, 4, 
2018/2/25, , 16, 26, 6, 
2018/2/26, , 14, 23, 12, 
2018/2/27, , 19, 29, 13, 
2018/2/28, , 33, 25, 9, 
2018/3/1, , 34, 30, 12, 
2018/3/2, , 44, 24, 20, 
2018/3/3, , 55, 28, 15, 
2018/3/4, , 27, 29, 16, 
2018/3/5, , 13, 13, 27, 
2018/3/6, , 37, 29, 11, 
2018/3/7, , 34, 31, 9, 
2018/3/8, , 7, 28, 18, 
2018/3/9, , 9, 23, 17, 
2018/3/10, , 13, 15, 16, 
2018/3/11, , 11, 30, 9, 
2018/3/12, , 8, 29, 6, 
2018/3/13, , 3, 28, 12, 
2018/3/14, , 5, 17, 16, 
2018/3/15, , 14, 29, 16, 
2018/3/16, , 12, 15, 13, 
2018/3/17, , 15, 31, 5, 
2018/3/18, , 20, 27, 9, 
2018/3/19, , 21, 28, 15, 
2018/3/20, , 24, 30, 16, 
2018/3/21, , 17, 24, 18, 
2018/3/22, , 16, 17, 15, 
2018/3/23, , 14, 33, 12, 
2018/3/24, , 16, 30, 19, 
2018/3/25, , 25, 22, 22, 
2018/3/26, , 31, 34, 12, 
2018/3/27, , 31, 28, 7, 
2018/3/28, , 14, 33, 12, 
2018/3/29, , 5, 33, 12, 
2018/3/30, , 10, 36, 8, 
2018/3/31, , 6, 31, 4, 
2017/10/1, , 8, 14, 9, 
2017/10/2, , 10, 27, 5, 
2017/10/3, , 5, 19, 13, 
2017/10/4, , 15, 28, 8, 
2017/10/5, , 17, 6, 17, 
2017/10/6, , 16, 23, 6, 
2017/10/7, , 27, 22, 4, 
2017/10/8, , 13, 16, 13, 
2017/10/9, , 8, 16, 11, 
2017/10/10, , 14, 19, 13, 
2017/10/11, , 13, 18, 14, 
2017/10/12, , 19, 17, 16, 
2017/10/13, , 15, 18, 15, 
2017/10/14, , 19, 17, 12, 
2017/10/15, , 21, 9, 23, 
2017/10/16, , 24, 14, 21, 
2017/10/17, , 37, 19, 20, 
2017/10/18, , 40, 7, 21, 
2017/10/19, , 34, 26, 14, 
2017/10/20, , 37, 24, 12, 
2017/10/21, , 21, 27, 3, 
2017/10/22, , 9, 21, 10, 
2017/10/23, , 5, 18, 15, 
2017/10/24, , 8, 12, 15, 
2017/10/25, , 13, 6, 14, 
2017/10/26, , 17, 20, 12, 
2017/10/27, , 17, 22, 7, 
2017/10/28, , 11, 24, 6, 
2017/10/29, , 7, 18, 16, 
2017/10/30, , 12, 15, 13, 
2017/10/31, , 18, 8, 14, 
2017/11/1, , 21, 23, 17, 
2017/11/2, , 23, 11, 19, 
2017/11/3, , 19, 16, 15, 
2017/11/4, , 28, 20, 8, 
2017/11/5, , 16, 15, 12, 
2017/11/6, , 11, 5, 14, 
2017/11/7, , 14, 1, 14, 
2017/11/8, , 16, 1, 12, 
2017/11/9, , 9, 14, 9, 
2017/11/10, , 14, 23, 5, 
2017/11/11, , 6, 19, 8, 
2017/11/12, , 3, 13, 15, 
2017/11/13, , 6, 10, 16, 
2017/11/14, , 13, 4, 16, 
2017/11/15, , 17, 6, 16, 
2017/11/16, , 18, 1, 17, 
2017/11/17, , 25, 18, 12, 
2017/11/18, , 21, 23, 7, 
2017/11/19, , 8, 15, 13, 
2017/11/20, , 9, 18, 13, 
2017/11/21, , 6, 7, 23, 
2017/11/22, , 18, 14, 19, 
2017/11/23, , 19, 21, 14, 
2017/11/24, , 15, 20, 12, 
2017/11/25, , 5, 20, 7, 
2017/11/26, , 5, 22, 7, 
2017/11/27, , 5, 24, 9, 
2017/11/28, , 2, 11, 18, 
2017/11/29, , 4, 10, 14, 
2017/11/30, , 9, 6, 26, 
2017/12/1, , 10, 8, 13, 
2017/12/2, , 19, 17, 8, 
2017/12/3, , 19, 8, 15, 
2017/12/4, , 12, 11, 18, 
2017/12/5, , 9, 15, 16, 
2017/12/6, , 13, 22, 13, 
2017/12/7, , 14, 20, 13, 
2017/12/8, , 7, 23, 10, 
2017/12/9, , 8, 26, 6, 
2017/12/10, , 7, 12, 21, 
2017/12/11, , 3, 20, 14, 
2017/12/12, , 5, 21, 14, 
2017/12/13, , 9, 30, 7, 
2017/12/14, , 4, 25, 14, 
2017/12/15, , 3, 11, 17, 
2017/12/16, , 10, 20, 8, 
2017/12/17, , 9, 11, 19, 
2017/12/18, , 10, 2, 22, 
2017/12/19, , 18, 3, 16, 
2017/12/20, , 13, 5, 14, 
2017/12/21, , 10, 4, 14, 
2017/12/22, , 6, 14, 11, 
2017/12/24, , 4, 10, 9, 
2017/12/25, , 7, 24, 11, 
2017/12/26, , 12, 7, 22, 
2017/12/27, , 10, 16, 10, 
2017/12/28, , 4, 20, 10, 
2017/12/29, , 6, 23, 8, 
2017/12/30, , 6, , , 
2017/7/1, , 4, 26, 4, 
2017/7/2, , 5, 32, 6, 
2017/7/3, , 9, 45, 7, 
2017/7/4, , 11, 55, 9, 
2017/7/5, , 18, 47, 11, 
2017/7/6, , 16, 47, 11, 
2017/7/7, , 19, 51, 7, 
2017/7/8, , 21, 33, 5, 
2017/7/9, , 18, 32, 7, 
2017/7/10, , 16, 24, 6, 
2017/7/11, , 9, 23, 6, 
2017/7/12, , 9, 38, 6, 
2017/7/13, , 9, 36, 10, 
2017/7/14, , 10, 30, 4, 
2017/7/15, , 9, 38, 4, 
2017/7/16, , 8, 43, 8, 
2017/7/17, , 10, 51, 7, 
2017/7/18, , 14, 59, 10, 
2017/7/19, , 16, 34, 8, 
2017/7/20, , 21, 43, 7, 
2017/7/21, , 12, 40, 4, 
2017/7/22, , 10, 27, 3, 
2017/7/23, , 8, 30, 7, 
2017/7/24, , 8, 20, 10, 
2017/7/25, , 7, 23, 7, 
2017/7/26, , 6, 21, 6, 
2017/7/27, , 11, 32, 8, 
2017/7/28, , 18, 33, 4, 
2017/7/29, , 16, 36, 5, 
2017/7/30, , 11, 36, 7, 
2017/7/31, , 14, 47, 6, 
2017/8/1, , 21, 44, 7, 
2017/8/2, , 21, 34, 10, 
2017/8/3, , 35, 30, 6, 
2017/8/4, , 27, 26, 6, 
2017/8/5, , 14, 38, 4, 
2017/8/6, , 7, 41, 7, 
2017/8/7, , 11, 31, 10, 
2017/8/8, , 18, 33, 10, 
2017/8/9, , 10, 25, 10, 
2017/8/10, , 7, 21, 9, 
2017/8/11, , 7, 27, 6, 
2017/8/12, , 8, 24, 3, 
2017/8/13, , 7, 32, 7, 
2017/8/14, , 7, 39, 9, 
2017/8/15, , 19, 29, 7, 
2017/8/16, , 17, 35, 9, 
2017/8/17, , 26, 34, 8, 
2017/8/18, , 28, 29, 4, 
2017/8/19, , 9, 29, 4, 
2017/8/20, , 7, 30, 8, 
2017/8/21, , 8, 39, 10, 
2017/8/22, , 14, 46, 9, 
2017/8/23, , 16, 34, 11, 
2017/8/24, , 19, 38, 8, 
2017/8/25, , 17, 42, 8, 
2017/8/26, , 20, 42, 8, 
2017/8/27, , 21, 35, 10, 
2017/8/28, , 20, 49, 9, 
2017/8/29, , 23, 35, 14, 
2017/8/30, , 27, 17, 11, 
2017/8/31, , 21, 20, 9, 
2017/9/1, , 7, 26, 8, 
2017/9/2, , 11, 32, 6, 
2017/9/3, , 10, 30, 10, 
2017/9/4, , 14, 33, 8, 
2017/9/5, , 20, , , 
2017/9/11, , 7, 21, 8, 
2017/9/12, , 9, 21, 4, 
2017/9/13, , 8, 27, 7, 
2017/9/14, , 6, 25, 10, 
2017/9/15, , 10, 20, 9, 
2017/9/16, , 12, 25, 6, 
2017/9/17, , 9, 19, 12, 
2017/9/18, , 7, 17, 11, 
2017/9/19, , 14, 28, 11, 
2017/9/20, , 18, 27, 9, 
2017/9/21, , 20, 23, 16, 
2017/9/22, , 21, 33, 12, 
2017/9/23, , 24, 33, 9, 
2017/9/24, , 23, 27, 11, 
2017/9/25, , 19, 27, 14, 
2017/9/26, , 24, 30, 11, 
2017/9/27, , 23, 27, 14, 
2017/9/28, , 35, 27, 14, 
2017/9/29, , 27, 30, 8, 
2017/9/30, , 21, 29, 7, 
2017/4/1, , 29, 36, 4, 
2017/4/2, , 13, 36, 13, 
2017/4/3, , 26, 37, 13, 
2017/4/4, , 30, 35, 15, 
2017/4/5, , 23, 32, 9, 
2017/4/6, , 25, 28, 14, 
2017/4/7, , 26, 39, 12, 
2017/4/8, , 41, 46, 11, 
2017/4/9, , 39, 45, 14, 
2017/4/10, , 35, 27, 12, 
2017/4/11, , 31, 37, 11, 
2017/4/12, , 30, 34, 8, 
2017/4/13, , 27, 37, 6, 
2017/4/14, , 15, 33, 7, 
2017/4/15, , 15, 34, 5, 
2017/4/16, , 12, 29, 5, 
2017/4/17, , 10, 30, 9, 
2017/4/18, , 10, 33, 7, 
2017/4/19, , 11, 36, 13, 
2017/4/20, , 16, 40, 15, 
2017/4/21, , 24, 25, 12, 
2017/4/22, , 26, 38, 5, 
2017/4/23, , 16, 37, 15, 
2017/4/24, , 18, 30, 16, 
2017/4/25, , 43, 25, 10, 
2017/4/27, , 16, 31, 12, 
2017/4/28, , 17, 35, 6, 
2017/4/29, , 19, 44, 5, 
2017/4/30, , 16, 36, 11, 
2017/5/1, , 11, 29, 11, 
2017/5/2, , 5, 34, 10, 
2017/5/3, , 15, 26, 15, 
2017/5/4, , 17, 36, 12, 
2017/5/5, , 19, 36, 9, 
2017/5/6, , 18, 23, 5, 
2017/5/7, , 5, 21, 11, 
2017/5/8, , 12, 33, 8, 
2017/5/9, , 20, 41, 10, 
2017/5/10, , 20, 37, 15, 
2017/5/11, , 19, 33, 10, 
2017/5/12, , 10, 32, 7, 
2017/5/13, , 6, 30, 5, 
2017/5/15, , 8, 58, 8, 
2017/5/16, , 11, 55, 10, 
2017/5/17, , 16, 40, 13, 
2017/5/18, , 20, 23, 11, 
2017/5/19, , 14, 26, 5, 
2017/5/20, , 5, 38, 4, 
2017/5/21, , 8, 46, 9, 
2017/5/22, , 10, 47, 12, 
2017/5/30, , 21, 43, 7, 
2017/5/31, , 17, 56, 9, 
2017/6/1, , 16, 53, 12, 
2017/6/2, , 16, 45, 7, 
2017/6/3, , 13, 33, 3, 
2017/6/4, , 10, 31, 6, 
2017/6/5, , 10, 28, 8, 
2017/6/6, , 13, 25, 5, 
2017/6/7, , 6, 38, 8, 
2017/6/8, , 8, 35, 13, 
2017/6/9, , 11, 45, 5, 
2017/6/10, , 9, 45, 6, 
2017/6/11, , 12, 36, 7, 
2017/6/12, , 11, 50, 9, 
2017/6/13, , 12, 57, 8, 
2017/6/14, , 18, 64, 7, 
2017/6/15, , 19, 37, 6, 
2017/6/16, , 13, 36, 5, 
2017/6/17, , 12, 43, 2, 
2017/6/18, , 10, 59, 10, 
2017/6/19, , 9, 85, 12, 
2017/6/20, , 18, 81, 16, 
2017/6/21, , 26, 73, 16, 
2017/6/22, , 30, 49, 9, 
2017/6/23, , 30, 42, 7, 
2017/6/24, , 25, 33, 6, 
2017/6/25, , 17, 48, 7, 
2017/6/26, , 11, 39, 6, 
2017/6/27, , 14, 39, 9, 
2017/6/28, , 11, 28, 7, 
2017/6/29, , 7, 29, 6, 
2017/6/30, , 5, 26, 4, 
2017/1/2, , 64, 12, 15, 
2017/1/3, , 22, 19, 9, 
2017/1/4, , 11, 22, 10, 
2017/1/5, , 8, 20, 16, 
2017/1/6, , 13, 9, 23, 
2017/1/7, , 44, 12, 17, 
2017/1/8, , 25, 13, 22, 
2017/1/9, , 41, 9, 25, 
2017/1/10, , 20, 21, 13, 
2017/1/11, , 22, 17, 21, 
2017/1/12, , 6, 27, 9, 
2017/1/13, , 6, 25, 9, 
2017/1/14, , 6, 22, 12, 
2017/1/15, , 8, 17, 16, 
2017/1/16, , 15, 22, 8, 
2017/1/17, , 15, 24, 8, 
2017/1/18, , 13, 14, 24, 
2017/1/19, , 32, 16, 27, 
2017/1/20, , 49, 8, 30, 
2017/1/21, , 58, 8, 32, 
2017/1/22, , 68, , , 
2017/1/24, , 81, 16, 17, 
2017/1/25, , 58, 19, 18, 
2017/1/26, , 31, 7, 36, 
2017/1/27, , 46, 6, 38, 
2017/1/28, , 57, 4, 34, 
2017/1/29, , 57, 15, 24, 
2017/1/30, , 49, 8, 22, 
2017/1/31, , 11, 4, 20, 
2017/2/1, , 25, 2, 26, 
2017/2/2, , 29, 12, 21, 
2017/2/3, , 29, 23, 19, 
2017/2/4, , 12, 14, 24, 
2017/2/5, , 8, 14, 21, 
2017/2/6, , 19, 14, 20, 
2017/2/7, , 34, 9, 17, 
2017/2/8, , 36, 18, 15, 
2017/2/9, , 30, 17, 13, 
2017/2/10, , 39, 13, 21, 
2017/2/11, , 45, 15, 9, 
2017/2/12, , 44, 17, 16, 
2017/2/13, , 36, 10, 25, 
2017/2/14, , 49, 6, 32, 
2017/2/15, , 54, 9, 23, 
2017/2/16, , 58, 25, 15, 
2017/2/17, , 31, 18, 14, 
2017/2/18, , 15, 21, 13, 
2017/2/19, , 28, 27, 10, 
2017/2/20, , 18, 16, 11, 
2017/2/21, , 9, 22, 6, 
2017/2/22, , 5, 29, 7, 
2017/2/23, , 11, 29, 9, 
2017/2/24, , 10, 22, 17, 
2017/2/25, , 16, 25, 14, 
2017/2/26, , 21, 27, 18, 
2017/2/27, , 21, 34, 7, 
2017/2/28, , 11, 29, 7, 
2017/3/1, , 3, 32, 9, 
2017/3/2, , 6, 17, 24, 
2017/3/3, , 25, 23, 16, 
2017/3/4, , 29, 34, 2, 
2017/3/5, , 6, 30, 9, 
2017/3/6, , 5, 20, 14, 
2017/3/7, , 10, 26, 11, 
2017/3/8, , 15, 14, 13, 
2017/3/9, , 6, 31, 12, 
2017/3/10, , 8, 25, 14, 
2017/3/11, , 21, 32, 8, 
2017/3/12, , 20, 27, 17, 
2017/3/13, , 19, 18, 22, 
2017/3/14, , 37, 21, 20, 
2017/3/15, , 46, 30, 19, 
2017/3/16, , 42, 34, 11, 
2017/3/17, , 41, 25, 6, 
2017/3/18, , 20, 22, 2, 
2017/3/19, , 2, 26, 10, 
2017/3/20, , 7, 26, 8, 
2017/3/21, , 9, 26, 10, 
2017/3/22, , 9, 18, 9, 
2017/3/23, , 18, 17, 7, 
2017/3/24, , 22, 34, 4, 
2017/3/25, , 27, 38, 6, 
2017/3/26, , 20, 33, 13, 
2017/3/27, , 19, 32, 20, 
2017/3/28, , 27, 39, 15, 
2017/3/29, , 30, 40, 12, 
2017/3/30, , 19, 40, 19, 
2017/3/31, , 26, 42, 13, 
2016/10/1, , 24, 18, 7, 
2016/10/2, , 6, 20, 5, 
2016/10/3, , 5, 10, 12, 
2016/10/4, , 11, 21, 7, 
2016/10/5, , 8, 9, 12, 
2016/10/6, , 10, 8, 8, 
2016/10/7, , 11, 7, 11, 
2016/10/8, , 13, 17, 9, 
2016/10/9, , 17, , , 
2016/10/10, , 18, 11, 13, 
2016/10/11, , 19, 18, 11, 
2016/10/12, , 21, 13, 9, 
2016/10/13, , 20, 5, 16, 
2016/10/14, , 23, 12, 12, 
2016/10/15, , 24, 18, 10, 
2016/10/16, , 15, 7, 21, 
2016/10/17, , 20, 11, 20, 
2016/10/18, , 18, 19, 15, 
2016/10/19, , 14, 18, 11, 
2016/10/20, , 9, 12, 17, 
2016/10/21, , 10, 19, 12, 
2016/10/22, , 18, 5, 14, 
2016/10/23, , 26, 3, 18, 
2016/10/24, , 28, 14, 14, 
2016/10/25, , 14, 10, 15, 
2016/10/26, , 21, 10, 20, 
2016/10/28, , 39, 8, 18, 
2016/10/29, , 34, 10, 13, 
2016/10/30, , 32, 17, 18, 
2016/10/31, , 30, 7, 13, 
2016/11/1, , 31, 14, 18, 
2016/11/2, , 28, 14, 18, 
2016/11/3, , 20, 6, 22, 
2016/11/4, , 33, 9, 16, 
2016/11/5, , 38, 17, 10, 
2016/11/6, , 16, 14, 18, 
2016/11/7, , 15, 5, 20, 
2016/11/8, , 20, 12, 16, 
2016/11/9, , 19, 16, 17, 
2016/11/10, , 8, 14, 15, 
2016/11/11, , 6, 12, 11, 
2016/11/12, , 20, 10, 10, 
2016/11/13, , 32, 11, 13, 
2016/11/14, , 28, 12, 16, 
2016/11/15, , 29, 10, 15, 
2016/11/16, , 12, 19, 9, 
2016/11/17, , 5, 25, 10, 
2016/11/18, , 4, 21, 14, 
2016/11/19, , 3, 23, 15, 
2016/11/20, , 10, 3, 33, 
2016/11/21, , 29, 2, 37, 
2016/11/22, , 35, 2, 23, 
2016/11/23, , 32, 4, 12, 
2016/11/24, , 37, 10, 11, 
2016/11/25, , 25, 3, 14, 
2016/11/26, , 31, 15, 12, 
2016/11/27, , 24, 22, 11, 
2016/11/28, , 13, 18, 17, 
2016/11/29, , 13, 4, 27, 
2016/11/30, , 37, 10, 25, 
2016/12/1, , 47, 11, 21, 
2016/12/2, , 24, 21, 13, 
2016/12/3, , 19, 9, 13, 
2016/12/4, , 23, 4, 28, 
2016/12/5, , 30, 2, 33, 
2016/12/6, , 53, 2, 31, 
2016/12/7, , 54, 3, 40, 
2016/12/8, , 54, 3, 41, 
2016/12/9, , 50, 4, 28, 
2016/12/10, , 46, 21, 11, 
2016/12/11, , 31, 12, 20, 
2016/12/12, , 12, 2, 19, 
2016/12/13, , 26, 3, 28, 
2016/12/14, , 32, 5, 20, 
2016/12/15, , 38, 9, 14, 
2016/12/16, , 20, 2, 15, 
2016/12/17, , 27, 2, 16, 
2016/12/18, , 34, 8, 13, 
2016/12/19, , 26, 4, 19, 
2016/12/20, , 30, 3, 22, 
2016/12/21, , 41, 3, 27, 
2016/12/22, , 51, 2, 20, 
2016/12/23, , 49, 19, 9, 
2016/12/24, , 13, 26, 5, 
2016/12/25, , 7, 19, 7, 
2016/12/26, , 7, 18, 17, 
2016/12/27, , 8, 7, 23, 
2016/12/28, , 19, 9, 21, 
2016/12/29, , 34, 5, 21, 
2016/12/30, , 35, 5, 20, 
2016/12/31, , 46, 3, 22, 
2017/1/1, , 92, 3, 20, 
2016/7/1, , 16, 24, 4, 
2016/7/2, , 11, 28, 4, 
2016/7/3, , 9, 38, 5, 
2016/7/4, , 12, 34, 5, 
2016/7/5, , 16, 44, 3, 
2016/7/6, , 9, 59, 7, 
2016/7/7, , 14, 54, 9, 
2016/7/8, , 19, 36, 4, 
2016/7/9, , 14, , , 
2016/7/11, , 18, 18, 10, 
2016/7/12, , 18, 26, 6, 
2016/7/13, , 17, 31, 5, 
2016/7/14, , 9, 29, 6, 
2016/7/15, , 10, 45, 4, 
2016/7/16, , 12, 33, 2, 
2016/7/17, , 12, 41, 6, 
2016/7/18, , 12, 56, 7, 
2016/7/19, , 18, 57, 8, 
2016/7/20, , 20, 43, 5, 
2016/7/21, , 16, 50, 6, 
2016/7/22, , 19, 42, 6, 
2016/7/23, , 22, 45, 3, 
2016/7/24, , 19, 53, 5, 
2016/7/25, , 23, 51, 9, 
2016/7/26, , 25, 36, 7, 
2016/7/27, , 21, 37, 9, 
2016/7/28, , 26, 30, 6, 
2016/7/29, , 18, 37, 5, 
2016/7/30, , 10, 29, 4, 
2016/7/31, , 14, 43, 6, 
2016/8/1, , 13, 31, 9, 
2016/8/2, , 37, 30, 9, 
2016/8/3, , 45, 36, 7, 
2016/8/4, , 40, 22, 7, 
2016/8/5, , 15, 35, 4, 
2016/8/6, , 12, 45, 3, 
2016/8/7, , 16, 37, 7, 
2016/8/8, , 22, 28, 8, 
2016/8/9, , 17, 30, 6, 
2016/8/10, , 16, 31, 7, 
2016/8/11, , 19, 21, 8, 
2016/8/12, , 18, 37, 5, 
2016/8/13, , 17, 48, 5, 
2016/8/14, , 20, 48, 6, 
2016/8/15, , 19, 50, 10, 
2016/8/16, , 25, 45, 9, 
2016/8/17, , 24, 41, 13, 
2016/8/18, , 30, 39, 6, 
2016/8/19, , 21, 26, 7, 
2016/8/20, , 15, 31, 2, 
2016/8/21, , 7, 30, 7, 
2016/8/22, , 21, 39, 4, 
2016/8/23, , 14, 42, 4, 
2016/8/24, , 11, 50, 8, 
2016/8/25, , 16, 81, 10, 
2016/8/26, , 25, 73, 7, 
2016/8/27, , 24, 57, 5, 
2016/8/28, , 19, 34, 8, 
2016/8/29, , 23, 39, 5, 
2016/8/30, , 15, 47, 9, 
2016/8/31, , 16, 56, 11, 
2016/9/1, , 24, 50, 10, 
2016/9/2, , 20, 49, 9, 
2016/9/3, , 18, 34, 8, 
2016/9/4, , 22, 26, 8, 
2016/9/5, , 13, 33, 9, 
2016/9/6, , 11, 31, 4, 
2016/9/7, , 12, 46, 13, 
2016/9/8, , 21, 57, 13, 
2016/9/9, , 21, 64, 10, 
2016/9/10, , 26, 62, 7, 
2016/9/11, , 23, 51, 15, 
2016/9/12, , 26, 51, 8, 
2016/9/13, , 29, 55, 9, 
2016/9/14, , 36, 39, 12, 
2016/9/15, , 38, 29, 13, 
2016/9/16, , 14, 31, 7, 
2016/9/17, , 7, 16, 6, 
2016/9/18, , 7, 18, 12, 
2016/9/19, , 24, 23, 7, 
2016/9/20, , 25, 30, 8, 
2016/9/21, , 30, 30, 13, 
2016/9/22, , 30, 29, 19, 
2016/9/23, , 27, 38, 9, 
2016/9/24, , 28, 37, 12, 
2016/9/25, , 26, 18, 13, 
2016/9/26, , 21, 26, 15, 
2016/9/27, , 25, 24, 16, 
2016/9/28, , 20, 28, 16, 
2016/9/29, , 20, 30, 16, 
2016/9/30, , 24, 16, 12, 
2016/4/1, , 20, 10, 13, 
2016/4/2, , 21, 14, 12, 
2016/4/3, , 38, 19, 15, 
2016/4/4, , 36, 19, 16, 
2016/4/5, , 24, 32, 9, 
2016/4/6, , 10, 28, 11, 
2016/4/7, , 9, 21, 15, 
2016/4/8, , 9, 19, 14, 
2016/4/9, , 17, 25, 8, 
2016/4/10, , 31, 25, 11, 
2016/4/11, , 33, 31, 9, 
